"";
"Empresa";"1 - Ruppenthal Engenharia e Construção Ltda";
"Período";"01/05/2025 a 31/10/2027";"Data do cálculo";"12/05/2026";
"Juros";"0,00";"Multa";"0,00";
"Após Vencto - Indexador";"0 REAL";
"";
"Centro de Custo: ";"4 - Orla de Ipanema";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"KIRSCH ESCRITORIO CONTABIL";"FAT. 01012026";"2925/1";"12";"0";"15/01/2026";"100,00";"117";"500,00";"0,00";"0,00";"500,00";
"                          Obs: HONORARIOS CONTABILIDADE";
"KIRSCH ESCRITORIO CONTABIL";"FAT. 01012026";"2925/2";"12";"0";"15/02/2026";"100,00";"86";"500,00";"0,00";"0,00";"500,00";
"                          Obs: HONORARIOS CONTABILIDADE";
"KIRSCH ESCRITORIO CONTABIL";"FAT. 01012026";"2925/3";"12";"0";"15/03/2026";"100,00";"58";"500,00";"0,00";"0,00";"500,00";
"                          Obs: HONORARIOS CONTABILIDADE";
"KIRSCH ESCRITORIO CONTABIL";"FAT. 01012026";"2925/4";"12";"0";"15/04/2026";"100,00";"27";"500,00";"0,00";"0,00";"500,00";
"                          Obs: HONORARIOS CONTABILIDADE";
"KIRSCH ESCRITORIO CONTABIL";"FAT. 01012026";"2925/5";"12";"0";"15/05/2026";"100,00";"0";"500,00";"0,00";"0,00";"500,00";
"                          Obs: HONORARIOS CONTABILIDADE";
"KIRSCH ESCRITORIO CONTABIL";"FAT. 01012026";"2925/6";"12";"0";"15/06/2026";"100,00";"0";"500,00";"0,00";"0,00";"500,00";
"                          Obs: HONORARIOS CONTABILIDADE";
"KIRSCH ESCRITORIO CONTABIL";"FAT. 01012026";"2925/7";"12";"0";"15/07/2026";"100,00";"0";"500,00";"0,00";"0,00";"500,00";
"                          Obs: HONORARIOS CONTABILIDADE";
"KIRSCH ESCRITORIO CONTABIL";"FAT. 01012026";"2925/8";"12";"0";"15/08/2026";"100,00";"0";"500,00";"0,00";"0,00";"500,00";
"                          Obs: HONORARIOS CONTABILIDADE";
"KIRSCH ESCRITORIO CONTABIL";"FAT. 01012026";"2925/9";"12";"0";"15/09/2026";"100,00";"0";"500,00";"0,00";"0,00";"500,00";
"                          Obs: HONORARIOS CONTABILIDADE";
"KIRSCH ESCRITORIO CONTABIL";"FAT. 01012026";"2925/10";"12";"0";"15/10/2026";"100,00";"0";"500,00";"0,00";"0,00";"500,00";
"                          Obs: HONORARIOS CONTABILIDADE";
"KIRSCH ESCRITORIO CONTABIL";"FAT. 01012026";"2925/11";"12";"0";"15/11/2026";"100,00";"0";"500,00";"0,00";"0,00";"500,00";
"                          Obs: HONORARIOS CONTABILIDADE";
"KIRSCH ESCRITORIO CONTABIL";"FAT. 01012026";"2925/12";"12";"0";"15/12/2026";"100,00";"0";"500,00";"0,00";"0,00";"500,00";
"                          Obs: HONORARIOS CONTABILIDADE";
"MEDSINOS SEGURANCA E MEDICINA DO TRABALHO LTDA";"FAT. 010126";"2928/4";"12";"0";"28/04/2026";"100,00";"14";"2.408,47";"0,00";"0,00";"2.408,47";
"MEDSINOS SEGURANCA E MEDICINA DO TRABALHO LTDA";"FAT. 010126";"2928/5";"12";"0";"28/05/2026";"100,00";"0";"2.109,73";"0,00";"0,00";"2.109,73";
"MEDSINOS SEGURANCA E MEDICINA DO TRABALHO LTDA";"FAT. 010126";"2928/6";"12";"0";"28/06/2026";"100,00";"0";"2.100,00";"0,00";"0,00";"2.100,00";
"MEDSINOS SEGURANCA E MEDICINA DO TRABALHO LTDA";"FAT. 010126";"2928/7";"12";"0";"28/07/2026";"100,00";"0";"2.100,00";"0,00";"0,00";"2.100,00";
"MEDSINOS SEGURANCA E MEDICINA DO TRABALHO LTDA";"FAT. 010126";"2928/8";"12";"0";"28/08/2026";"100,00";"0";"2.100,00";"0,00";"0,00";"2.100,00";
"MEDSINOS SEGURANCA E MEDICINA DO TRABALHO LTDA";"FAT. 010126";"2928/9";"12";"0";"28/09/2026";"100,00";"0";"2.100,00";"0,00";"0,00";"2.100,00";
"MEDSINOS SEGURANCA E MEDICINA DO TRABALHO LTDA";"FAT. 010126";"2928/10";"12";"0";"28/10/2026";"100,00";"0";"2.100,00";"0,00";"0,00";"2.100,00";
"MEDSINOS SEGURANCA E MEDICINA DO TRABALHO LTDA";"FAT. 010126";"2928/11";"12";"0";"28/11/2026";"100,00";"0";"2.100,00";"0,00";"0,00";"2.100,00";
"MEDSINOS SEGURANCA E MEDICINA DO TRABALHO LTDA";"FAT. 010126";"2928/12";"12";"0";"28/12/2026";"100,00";"0";"2.100,00";"0,00";"0,00";"2.100,00";
"MIROMAR B. NUNES";"FAT. 010126";"2924/6";"12";"0";"10/06/2026";"100,00";"0";"3.500,00";"0,00";"0,00";"3.500,00";
"                          Obs: ALUGUEL ESCRITORIO";
"MIROMAR B. NUNES";"FAT. 010126";"2924/7";"12";"0";"10/07/2026";"100,00";"0";"3.500,00";"0,00";"0,00";"3.500,00";
"                          Obs: ALUGUEL ESCRITORIO";
"MIROMAR B. NUNES";"FAT. 010126";"2924/8";"12";"0";"10/08/2026";"100,00";"0";"3.500,00";"0,00";"0,00";"3.500,00";
"                          Obs: ALUGUEL ESCRITORIO";
"MIROMAR B. NUNES";"FAT. 010126";"2924/9";"12";"0";"10/09/2026";"100,00";"0";"3.500,00";"0,00";"0,00";"3.500,00";
"                          Obs: ALUGUEL ESCRITORIO";
"MIROMAR B. NUNES";"FAT. 010126";"2924/10";"12";"0";"10/10/2026";"100,00";"0";"3.500,00";"0,00";"0,00";"3.500,00";
"                          Obs: ALUGUEL ESCRITORIO";
"MIROMAR B. NUNES";"FAT. 010126";"2924/11";"12";"0";"10/11/2026";"100,00";"0";"3.500,00";"0,00";"0,00";"3.500,00";
"                          Obs: ALUGUEL ESCRITORIO";
"MIROMAR B. NUNES";"FAT. 010126";"2924/12";"12";"0";"10/12/2026";"100,00";"0";"3.500,00";"0,00";"0,00";"3.500,00";
"                          Obs: ALUGUEL ESCRITORIO";
"Município De Campo Bom";"GUIA. 16012026";"2913/3";"8";"0";"10/05/2026";"100,00";"2";"311,61";"0,00";"0,00";"311,61";
"                          Obs: IPTU ESCRITÓRIO";
"Município De Campo Bom";"GUIA. 16012026";"2913/4";"8";"0";"10/06/2026";"100,00";"0";"311,61";"0,00";"0,00";"311,61";
"                          Obs: IPTU ESCRITÓRIO";
"Município De Campo Bom";"GUIA. 16012026";"2913/5";"8";"0";"10/07/2026";"100,00";"0";"311,61";"0,00";"0,00";"311,61";
"                          Obs: IPTU ESCRITÓRIO";
"Município De Campo Bom";"GUIA. 16012026";"2913/6";"8";"0";"10/08/2026";"100,00";"0";"311,61";"0,00";"0,00";"311,61";
"                          Obs: IPTU ESCRITÓRIO";
"Município De Campo Bom";"GUIA. 16012026";"2913/7";"8";"0";"10/09/2026";"100,00";"0";"311,61";"0,00";"0,00";"311,61";
"                          Obs: IPTU ESCRITÓRIO";
"Município De Campo Bom";"GUIA. 16012026";"2913/8";"8";"0";"10/10/2026";"100,00";"0";"311,61";"0,00";"0,00";"311,61";
"                          Obs: IPTU ESCRITÓRIO";
"NOVA CAPITAL FIDC";"REC. 042026";"4234/2";"7";"0";"08/05/2026";"100,00";"4";"11.559,04";"0,00";"0,00";"11.559,04";
"                          Obs: NOVA CAPITAL - CONCREFEL";
"NOVA CAPITAL FIDC";"REC. 042026";"4234/3";"7";"0";"08/06/2026";"100,00";"0";"11.559,04";"0,00";"0,00";"11.559,04";
"                          Obs: NOVA CAPITAL - CONCREFEL";
"NOVA CAPITAL FIDC";"REC. 042026";"4234/4";"7";"0";"08/07/2026";"100,00";"0";"11.559,04";"0,00";"0,00";"11.559,04";
"                          Obs: NOVA CAPITAL - CONCREFEL";
"NOVA CAPITAL FIDC";"REC. 042026";"4234/5";"7";"0";"08/08/2026";"100,00";"0";"11.559,04";"0,00";"0,00";"11.559,04";
"                          Obs: NOVA CAPITAL - CONCREFEL";
"NOVA CAPITAL FIDC";"REC. 042026";"4234/6";"7";"0";"08/09/2026";"100,00";"0";"11.559,04";"0,00";"0,00";"11.559,04";
"                          Obs: NOVA CAPITAL - CONCREFEL";
"NOVA CAPITAL FIDC";"REC. 042026";"4234/7";"7";"0";"08/10/2026";"100,00";"0";"11.559,04";"0,00";"0,00";"11.559,04";
"                          Obs: NOVA CAPITAL - CONCREFEL";
"Prefeitura Municipal de Porto Alegre";"DARM. 080825";"661/1";"1";"0";"11/08/2025";"0,68";"274";"29,34";"0,00";"0,00";"29,34";
"                          Obs: ISSQN NOTAS RETIDAS PORTO ALEGRE";
"Prefeitura Municipal de Porto Alegre";"DARM. 100925";"1226/1";"1";"0";"10/09/2025";"1,93";"244";"116,43";"0,00";"0,00";"116,43";
"PRUDENTIAL DO BRASIL SEGUROS S.A.";"FAT. 300126";"3184/4";"8";"0";"10/05/2026";"100,00";"2";"222,09";"0,00";"0,00";"222,09";
"                          Obs: SEGURO DE VIDA DO PATRICK
10/02 PARCELA 05/12";
"PRUDENTIAL DO BRASIL SEGUROS S.A.";"FAT. 3001262";"3185/4";"8";"0";"10/05/2026";"100,00";"2";"594,88";"0,00";"0,00";"594,88";
"                          Obs: SEGURO DE VIDA DO PATRICK
10/02 PARCELA 05/12";
"PRUDENTIAL DO BRASIL SEGUROS S.A.";"FAT. 300126";"3184/5";"8";"0";"10/06/2026";"100,00";"0";"222,09";"0,00";"0,00";"222,09";
"                          Obs: SEGURO DE VIDA DO PATRICK
10/02 PARCELA 05/12";
"PRUDENTIAL DO BRASIL SEGUROS S.A.";"FAT. 3001262";"3185/5";"8";"0";"10/06/2026";"100,00";"0";"594,88";"0,00";"0,00";"594,88";
"                          Obs: SEGURO DE VIDA DO PATRICK
10/02 PARCELA 05/12";
"PRUDENTIAL DO BRASIL SEGUROS S.A.";"FAT. 300126";"3184/6";"8";"0";"10/07/2026";"100,00";"0";"222,09";"0,00";"0,00";"222,09";
"                          Obs: SEGURO DE VIDA DO PATRICK
10/02 PARCELA 05/12";
"PRUDENTIAL DO BRASIL SEGUROS S.A.";"FAT. 3001262";"3185/6";"8";"0";"10/07/2026";"100,00";"0";"594,88";"0,00";"0,00";"594,88";
"                          Obs: SEGURO DE VIDA DO PATRICK
10/02 PARCELA 05/12";
"PRUDENTIAL DO BRASIL SEGUROS S.A.";"FAT. 300126";"3184/7";"8";"0";"10/08/2026";"100,00";"0";"222,09";"0,00";"0,00";"222,09";
"                          Obs: SEGURO DE VIDA DO PATRICK
10/02 PARCELA 05/12";
"PRUDENTIAL DO BRASIL SEGUROS S.A.";"FAT. 3001262";"3185/7";"8";"0";"10/08/2026";"100,00";"0";"594,88";"0,00";"0,00";"594,88";
"                          Obs: SEGURO DE VIDA DO PATRICK
10/02 PARCELA 05/12";
"PRUDENTIAL DO BRASIL SEGUROS S.A.";"FAT. 300126";"3184/8";"8";"0";"10/09/2026";"100,00";"0";"222,09";"0,00";"0,00";"222,09";
"                          Obs: SEGURO DE VIDA DO PATRICK
10/02 PARCELA 05/12";
"PRUDENTIAL DO BRASIL SEGUROS S.A.";"FAT. 3001262";"3185/8";"8";"0";"10/09/2026";"100,00";"0";"594,88";"0,00";"0,00";"594,88";
"                          Obs: SEGURO DE VIDA DO PATRICK
10/02 PARCELA 05/12";
"REAL PRINT INFORMATICA E IMPRESSOS LTDA";"FAT. 010126";"2926/4";"11";"0";"15/05/2026";"100,00";"0";"200,00";"0,00";"0,00";"200,00";
"REAL PRINT INFORMATICA E IMPRESSOS LTDA";"FAT. 010126";"2926/5";"11";"0";"15/06/2026";"100,00";"0";"200,00";"0,00";"0,00";"200,00";
"REAL PRINT INFORMATICA E IMPRESSOS LTDA";"FAT. 010126";"2926/6";"11";"0";"15/07/2026";"100,00";"0";"200,00";"0,00";"0,00";"200,00";
"REAL PRINT INFORMATICA E IMPRESSOS LTDA";"FAT. 010126";"2926/7";"11";"0";"15/08/2026";"100,00";"0";"200,00";"0,00";"0,00";"200,00";
"REAL PRINT INFORMATICA E IMPRESSOS LTDA";"FAT. 010126";"2926/8";"11";"0";"15/09/2026";"100,00";"0";"200,00";"0,00";"0,00";"200,00";
"REAL PRINT INFORMATICA E IMPRESSOS LTDA";"FAT. 010126";"2926/9";"11";"0";"15/10/2026";"100,00";"0";"200,00";"0,00";"0,00";"200,00";
"REAL PRINT INFORMATICA E IMPRESSOS LTDA";"FAT. 010126";"2926/10";"11";"0";"15/11/2026";"100,00";"0";"200,00";"0,00";"0,00";"200,00";
"REAL PRINT INFORMATICA E IMPRESSOS LTDA";"FAT. 010126";"2926/11";"11";"0";"15/12/2026";"100,00";"0";"200,00";"0,00";"0,00";"200,00";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 01102026";"2920/5";"12";"0";"13/05/2026";"100,00";"0";"113,68";"0,00";"0,00";"113,68";
"                          Obs: PREVISÃO DEPOSITO ÂMBAR";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 0101262";"2921/5";"12";"0";"25/05/2026";"100,00";"0";"455,86";"0,00";"0,00";"455,86";
"                          Obs: PREVISÃO ESCRITORIO";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 01102026";"2920/6";"12";"0";"13/06/2026";"100,00";"0";"120,00";"0,00";"0,00";"120,00";
"                          Obs: PREVISÃO DEPOSITO ÂMBAR";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 0101262";"2921/6";"12";"0";"23/06/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: PREVISÃO ESCRITORIO";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 01102026";"2920/7";"12";"0";"13/07/2026";"100,00";"0";"120,00";"0,00";"0,00";"120,00";
"                          Obs: PREVISÃO DEPOSITO ÂMBAR";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 0101262";"2921/7";"12";"0";"23/07/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: PREVISÃO ESCRITORIO";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 01102026";"2920/8";"12";"0";"13/08/2026";"100,00";"0";"120,00";"0,00";"0,00";"120,00";
"                          Obs: PREVISÃO DEPOSITO ÂMBAR";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 0101262";"2921/8";"12";"0";"23/08/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: PREVISÃO ESCRITORIO";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 01102026";"2920/9";"12";"0";"13/09/2026";"100,00";"0";"120,00";"0,00";"0,00";"120,00";
"                          Obs: PREVISÃO DEPOSITO ÂMBAR";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 0101262";"2921/9";"12";"0";"23/09/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: PREVISÃO ESCRITORIO";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 01102026";"2920/10";"12";"0";"13/10/2026";"100,00";"0";"120,00";"0,00";"0,00";"120,00";
"                          Obs: PREVISÃO DEPOSITO ÂMBAR";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 0101262";"2921/10";"12";"0";"23/10/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: PREVISÃO ESCRITORIO";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 01102026";"2920/11";"12";"0";"13/11/2026";"100,00";"0";"120,00";"0,00";"0,00";"120,00";
"                          Obs: PREVISÃO DEPOSITO ÂMBAR";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 0101262";"2921/11";"12";"0";"23/11/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: PREVISÃO ESCRITORIO";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 01102026";"2920/12";"12";"0";"13/12/2026";"100,00";"0";"120,00";"0,00";"0,00";"120,00";
"                          Obs: PREVISÃO DEPOSITO ÂMBAR";
"Rge Sul Distribuidora De Energia S.A.";"FAT. 0101262";"2921/12";"12";"0";"23/12/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: PREVISÃO ESCRITORIO";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202616";"3717/2";"12";"0";"15/02/2026";"100,00";"86";"1.500,00";"0,00";"0,00";"1.500,00";
"                          Obs: CG RS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202616";"3717/3";"12";"0";"15/03/2026";"100,00";"58";"1.500,00";"0,00";"0,00";"1.500,00";
"                          Obs: CG RS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20265";"3705/11";"11";"0";"25/03/2026";"100,00";"48";"6.000,00";"0,00";"0,00";"6.000,00";
"                          Obs: ADM 3";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20262";"3703/1";"10";"0";"29/03/2026";"100,00";"44";"1.650,00";"0,00";"0,00";"1.650,00";
"                          Obs: ADM 1";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4236/1";"18";"0";"06/04/2026";"100,00";"36";"23.000,00";"0,00";"0,00";"23.000,00";
"                          Obs: OPERADORES";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4237/1";"18";"0";"06/04/2026";"100,00";"36";"12.000,00";"0,00";"0,00";"12.000,00";
"                          Obs: MOTORISTAS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202603";"3701/2";"10";"0";"07/04/2026";"100,00";"35";"20.840,00";"0,00";"0,00";"20.840,00";
"                          Obs: ADM 1";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20264";"3704/2";"10";"0";"08/04/2026";"100,00";"34";"13.400,00";"0,00";"0,00";"13.400,00";
"                          Obs: ADM 2";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20265";"3705/2";"11";"0";"08/04/2026";"100,00";"34";"28.300,00";"0,00";"0,00";"28.300,00";
"                          Obs: ADM 3";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202601";"3702/2";"10";"0";"15/04/2026";"100,00";"27";"2.500,00";"0,00";"0,00";"2.500,00";
"                          Obs: ADM 1";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202616";"3717/4";"12";"0";"15/04/2026";"100,00";"27";"1.500,00";"0,00";"0,00";"1.500,00";
"                          Obs: CG RS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 040326";"3710/2";"48";"0";"16/04/2026";"100,00";"26";"21.133,34";"0,00";"0,00";"21.133,34";
"                          Obs: MAQUINAS BANRISUL (RETRO E MINI)";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4236/2";"18";"0";"20/04/2026";"100,00";"22";"23.000,00";"0,00";"0,00";"23.000,00";
"                          Obs: OPERADORES";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4237/2";"18";"0";"20/04/2026";"100,00";"22";"12.000,00";"0,00";"0,00";"12.000,00";
"                          Obs: MOTORISTAS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20262";"3703/2";"10";"0";"29/04/2026";"100,00";"13";"1.650,00";"0,00";"0,00";"1.650,00";
"                          Obs: ADM 1";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4236/3";"18";"0";"05/05/2026";"100,00";"7";"23.000,00";"0,00";"0,00";"23.000,00";
"                          Obs: OPERADORES";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4237/3";"18";"0";"05/05/2026";"100,00";"7";"12.000,00";"0,00";"0,00";"12.000,00";
"                          Obs: MOTORISTAS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202603";"3701/3";"10";"0";"08/05/2026";"100,00";"4";"20.840,00";"0,00";"0,00";"20.840,00";
"                          Obs: ADM 1";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20264";"3704/3";"10";"0";"08/05/2026";"100,00";"4";"13.400,00";"0,00";"0,00";"13.400,00";
"                          Obs: ADM 2";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20265";"3705/3";"11";"0";"08/05/2026";"100,00";"4";"28.300,00";"0,00";"0,00";"28.300,00";
"                          Obs: ADM 3";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202613";"3714/5";"12";"0";"14/05/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"                          Obs: CG SMS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202601";"3702/3";"10";"0";"15/05/2026";"100,00";"0";"2.500,00";"0,00";"0,00";"2.500,00";
"                          Obs: ADM 1";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202616";"3717/5";"12";"0";"15/05/2026";"100,00";"0";"1.500,00";"0,00";"0,00";"1.500,00";
"                          Obs: CG RS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202617";"3718/6";"10";"0";"15/05/2026";"100,00";"0";"3.000,00";"0,00";"0,00";"3.000,00";
"                          Obs: ACORDO STRADA kRUGER & LAZZARETTI ADVOGADOS ";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 040326";"3710/3";"48";"0";"16/05/2026";"100,00";"0";"20.634,02";"0,00";"0,00";"20.634,02";
"                          Obs: MAQUINAS BANRISUL (RETRO E MINI)";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4236/4";"18";"0";"20/05/2026";"100,00";"0";"23.000,00";"0,00";"0,00";"23.000,00";
"                          Obs: OPERADORES";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4237/4";"18";"0";"20/05/2026";"100,00";"0";"12.000,00";"0,00";"0,00";"12.000,00";
"                          Obs: MOTORISTAS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20262";"3703/3";"10";"0";"29/05/2026";"100,00";"0";"1.650,00";"0,00";"0,00";"1.650,00";
"                          Obs: ADM 1";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4236/5";"18";"0";"05/06/2026";"100,00";"0";"23.000,00";"0,00";"0,00";"23.000,00";
"                          Obs: OPERADORES";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4237/5";"18";"0";"05/06/2026";"100,00";"0";"12.000,00";"0,00";"0,00";"12.000,00";
"                          Obs: MOTORISTAS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202603";"3701/4";"10";"0";"08/06/2026";"100,00";"0";"20.840,00";"0,00";"0,00";"20.840,00";
"                          Obs: ADM 1";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20264";"3704/4";"10";"0";"08/06/2026";"100,00";"0";"13.400,00";"0,00";"0,00";"13.400,00";
"                          Obs: ADM 2";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20265";"3705/4";"11";"0";"08/06/2026";"100,00";"0";"28.300,00";"0,00";"0,00";"28.300,00";
"                          Obs: ADM 3";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202613";"3714/6";"12";"0";"14/06/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"                          Obs: CG SMS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202601";"3702/4";"10";"0";"15/06/2026";"100,00";"0";"2.500,00";"0,00";"0,00";"2.500,00";
"                          Obs: ADM 1";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202616";"3717/6";"12";"0";"15/06/2026";"100,00";"0";"1.500,00";"0,00";"0,00";"1.500,00";
"                          Obs: CG RS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202617";"3718/7";"10";"0";"15/06/2026";"100,00";"0";"3.000,00";"0,00";"0,00";"3.000,00";
"                          Obs: ACORDO STRADA kRUGER & LAZZARETTI ADVOGADOS ";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 040326";"3710/4";"48";"0";"16/06/2026";"100,00";"0";"20.733,22";"0,00";"0,00";"20.733,22";
"                          Obs: MAQUINAS BANRISUL (RETRO E MINI)";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4236/6";"18";"0";"20/06/2026";"100,00";"0";"23.000,00";"0,00";"0,00";"23.000,00";
"                          Obs: OPERADORES";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4237/6";"18";"0";"20/06/2026";"100,00";"0";"12.000,00";"0,00";"0,00";"12.000,00";
"                          Obs: MOTORISTAS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20262";"3703/4";"10";"0";"29/06/2026";"100,00";"0";"1.650,00";"0,00";"0,00";"1.650,00";
"                          Obs: ADM 1";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4236/7";"18";"0";"05/07/2026";"100,00";"0";"23.000,00";"0,00";"0,00";"23.000,00";
"                          Obs: OPERADORES";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 2026";"4237/7";"18";"0";"05/07/2026";"100,00";"0";"12.000,00";"0,00";"0,00";"12.000,00";
"                          Obs: MOTORISTAS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202603";"3701/5";"10";"0";"07/07/2026";"100,00";"0";"20.840,00";"0,00";"0,00";"20.840,00";
"                          Obs: ADM 1";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20264";"3704/5";"10";"0";"07/07/2026";"100,00";"0";"13.400,00";"0,00";"0,00";"13.400,00";
"                          Obs: ADM 2";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 20265";"3705/5";"11";"0";"07/07/2026";"100,00";"0";"28.300,00";"0,00";"0,00";"28.300,00";
"                          Obs: ADM 3";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202613";"3714/7";"12";"0";"14/07/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"                          Obs: CG SMS";
"Ruppenthal Eengenharia  E Construção Ltda";"REC. 202601";"3702/5";"10";"0";"15/07/2026";"100,00";"0";"2.500,00";"0,00";"0,00";"2.500,00";
